sharpe,sortino,max_drawdown_$,max_dd_duration,calmar,hit_ratio,total_pnl_$,avg_daily_pnl_$,pnl_std_$,n_days,avg_exposure
1.2810170088761712,1.149571435005992,-34743.19912961725,331,0.7565538969768802,0.5,131321.2075117032,104.30596307522096,1292.5713084804022,1259,0.006009309089685317
