test_start,test_end,n_pairs,sharpe,sortino,max_drawdown_$,max_dd_duration,calmar,hit_ratio,total_pnl_$,avg_daily_pnl_$,pnl_std_$,n_days,avg_exposure
2020-01-02,2020-12-31,2,2.0731062964445393,1.4799706502459131,-27487.824797980196,181,4.715313713152439,0.6388888888888888,130128.05736232488,514.3401476771734,3938.4843576537037,253,0.2712422188358277
2021-01-04,2021-12-31,4,2.7111645339740535,3.2080711465376277,-26593.43752148714,164,5.939710133002738,0.5862068965517241,157957.3103177524,626.8147234831443,3670.1480614735488,252,0.12479364976955899
2022-01-03,2022-12-30,2,0.9833050283786469,1.0629580995588528,-22446.96647747167,156,3.421317647040629,0.47619047619047616,76493.44775995125,304.754771951997,4919.9707975134925,251,0.06747888743516682
2023-01-03,2023-12-29,3,1.781993944946464,1.5260681539456233,-9711.389305155413,96,4.02068790805926,0.6,38736.572965966654,154.9462918638666,1380.3055481955787,250,0.06258425139106047
